phrase,id,position,corresponding_text
Et il sourit avec mélancolie,2188,75795,"Et il sourit avec mélancolie.

"
J'attendis longtemps,2189,75826,J'attendis longtemps.
Je sentais qu'il se réchauffait peu à peu :,2190,75847," Je sentais qu'il se réchauffait peu à peu :

"
- Petit bonhomme,2191,75893,"- Petit bonhomme,"
tu as eu peur...,2192,75910," tu as eu peur...

"
Il avait eu peur,2193,75929,"Il avait eu peur,"
bien sûr ! Mais il rit doucement,2194,75946," bien sûr ! Mais il rit doucement

"
- J'aurai bien plus peur ce soir...,2195,75981,"- J'aurai bien plus peur ce soir...

"
De nouveau je me sentis glacé par le sentiment de l'irréparable,2196,76018,De nouveau je me sentis glacé par le sentiment de l'irréparable.
Et je compris que je ne supportais pas l'idée de ne plus jamais entendre ce rire,2197,76082, Et je compris que je ne supportais pas l'idée de ne plus jamais entendre ce rire.
C'était pour moi comme une fontaine dans le désert,2198,76164," C'était pour moi comme une fontaine dans le désert.

"
- Petit bonhomme,2199,76218,"- Petit bonhomme,"
je veux encore t'entendre rire...,2200,76235," je veux encore t'entendre rire...

"
Mais il me dit :,2201,76271,"Mais il me dit :

"
- Cette nuit,2202,76289,"- Cette nuit,"
ça fera un an,2203,76302, ça fera un an.
Mon étoile se trouvera juste au-dessus de l'endroit où je suis tombé l'année dernière...,2204,76317," Mon étoile se trouvera juste au-dessus de l'endroit où je suis tombé l'année dernière...

"
- Petit bonhomme,2205,76408,"- Petit bonhomme,"
n'est-ce pas que c'est un mauvais rêve cette histoire de serpent et de rendez-vous et d'étoile...,2206,76425," n'est-ce pas que c'est un mauvais rêve cette histoire de serpent et de rendez-vous et d'étoile...

"
Mais il ne répondit pas à ma question,2207,76525,Mais il ne répondit pas à ma question.
Il me dit,2208,76563," Il me dit

"
- Ce qui est important,2209,76575,"- Ce qui est important,"
ça ne se voit pas...,2210,76598," ça ne se voit pas...

"
- Bien sûr...,2211,76621,"- Bien sûr...

"
- C'est comme pour la fleur,2212,76636,- C'est comme pour la fleur.
Si tu aimes une fleur qui se trouve dans une étoile,2213,76664," Si tu aimes une fleur qui se trouve dans une étoile,"
c'est doux,2214,76717," c'est doux,"
la nuit,2215,76729," la nuit,"
de regarder le ciel,2216,76738, de regarder le ciel.
Toutes les étoiles sont fleuries,2217,76759," Toutes les étoiles sont fleuries.

"
- Bien sûr...,2218,76795,"- Bien sûr...

"
- C'est comme pour l'eau,2219,76810,- C'est comme pour l'eau.
Celle que tu m'as donnée à boire était comme une musique,2220,76835," Celle que tu m'as donnée à boire était comme une musique,"
à cause de la poulie et de la corde... tu te rappelles... elle était bonne,2221,76893," à cause de la poulie et de la corde... tu te rappelles... elle était bonne.

"
- Bien sûr...,2222,76971,"- Bien sûr...

"
- Tu regarderas,2223,76986,"- Tu regarderas,"
la nuit,2224,77002," la nuit,"
les étoiles,2225,77011, les étoiles.
C'est trop petit chez moi pour que je te montre où se trouve la mienne,2226,77024, C'est trop petit chez moi pour que je te montre où se trouve la mienne.
C'est mieux comme ça,2227,77096, C'est mieux comme ça.
Mon étoile,2228,77118," Mon étoile,"
ça sera pour toi une des étoiles,2229,77130, ça sera pour toi une des étoiles.
Alors,2230,77164," Alors,"
toutes les étoiles,2231,77171," toutes les étoiles,"
tu aimeras les regarder... Elles seront toutes tes amies,2232,77191, tu aimeras les regarder... Elles seront toutes tes amies.
Et puis je vais te faire un cadeau...,2233,77249," Et puis je vais te faire un cadeau...

"
Il rit encore,2234,77289,"Il rit encore.

"
- Ah! Petit bonhomme,2235,77305,"- Ah! Petit bonhomme,"
petit bonhomme,2236,77326," petit bonhomme,"
j'aime entendre ce rire !,2237,77342," j'aime entendre ce rire !

"
- Justement ce sera mon cadeau... ce sera comme pour l'eau...,2238,77370,"- Justement ce sera mon cadeau... ce sera comme pour l'eau...

"
- Que veux-tu dire ?,2239,77433,"- Que veux-tu dire ?

"
- Les gens ont des étoiles qui ne sont pas les mêmes,2240,77455,- Les gens ont des étoiles qui ne sont pas les mêmes.
Pour les uns,2241,77508," Pour les uns,"
qui voyagent,2242,77522," qui voyagent,"
les étoiles sont des guides,2243,77536, les étoiles sont des guides.
Pour d'autres elles ne sont rien que de petites lumières,2244,77565, Pour d'autres elles ne sont rien que de petites lumières.
Pour d'autres,2245,77623," Pour d'autres,"
qui sont savants,2246,77638," qui sont savants,"
elles sont des problèmes,2247,77656, elles sont des problèmes.
Pour mon businessman elles étaient de l'or,2248,77682, Pour mon businessman elles étaient de l'or.
Mais toutes ces étoiles-là se taisent,2249,77726, Mais toutes ces étoiles-là se taisent.
Toi,2250,77765," Toi,"
tu auras des étoiles comme personne n'en a...,2251,77770," tu auras des étoiles comme personne n'en a...

"
- Que veux-tu dire ?,2252,77818,"- Que veux-tu dire ?

"
- Quand tu regarderas le ciel,2253,77840,"- Quand tu regarderas le ciel,"
la nuit,2254,77870," la nuit,"
puisque j'habiterai dans l'une d'elles,2255,77879," puisque j'habiterai dans l'une d'elles,"
puisque je rirai dans l'une d'elles,2256,77919," puisque je rirai dans l'une d'elles,"
alors ce sera pour toi comme si riaient toutes les étoiles,2257,77956, alors ce sera pour toi comme si riaient toutes les étoiles.
Tu auras,2258,78016," Tu auras,"
toi,2259,78026," toi,"
des étoiles qui savent rire,2260,78031," des étoiles qui savent rire

"
Et il rit encore,2261,78061,"Et il rit encore.

"
- Et quand tu seras consolé,2262,78080,- Et quand tu seras consolé (
on se console toujours,2263,78109,on se console toujours)
tu seras content de m'avoir connu,2264,78132, tu seras content de m'avoir connu.
Tu seras toujours mon ami,2265,78167, Tu seras toujours mon ami.
Tu auras envie de rire avec moi,2266,78194, Tu auras envie de rire avec moi.
Et tu ouvriras parfois ta fenêtre,2267,78227," Et tu ouvriras parfois ta fenêtre,"
comme ça,2268,78262," comme ça,"
pour le plaisir... Et tes amis seront bien étonnés de te voir rire en regardant le ciel,2269,78272, pour le plaisir... Et tes amis seront bien étonnés de te voir rire en regardant le ciel.
Alors tu leur diras :´Oui,2270,78361," Alors tu leur diras :""Oui,"
les étoiles,2271,78388," les étoiles,"
ça me fait toujours rire !´Et ils te croiront fou,2272,78401," ça me fait toujours rire !""Et ils te croiront fou."
Je t'aurai joué un bien vilain tour...,2273,78452," Je t'aurai joué un bien vilain tour...

"
Et il rit encore,2274,78493,"Et il rit encore.

"
- Ce sera comme si je t'avais donné,2275,78512,"- Ce sera comme si je t'avais donné,"
au lieu d'étoiles,2276,78548," au lieu d'étoiles,"
des tas de petits grelots qui savent rire...,2277,78567," des tas de petits grelots qui savent rire...

"
Et il rit encore,2278,78614,Et il rit encore.
Puis il redevint sérieux,2279,78631," Puis il redevint sérieux

"
- Cette nuit... tu sais... ne viens pas,2280,78658,"- Cette nuit... tu sais... ne viens pas.

"
- Je ne te quitterai pas,2281,78700,"- Je ne te quitterai pas.

"
- J'aurai l'air d'avoir mal... j'aurai un peu l'air de mourir,2282,78727,- J'aurai l'air d'avoir mal... j'aurai un peu l'air de mourir.
C'est comme ça,2283,78789, C'est comme ça.
Ne viens pas voir ça,2284,78805," Ne viens pas voir ça,"
ce n'est pas la peine,2285,78827," ce n'est pas la peine.

"
- Je ne te quitterai pas,2286,78852,"- Je ne te quitterai pas.

"
Mais il était soucieux,2287,78879,"Mais il était soucieux.

"
- je te dis ça... c'est à cause aussi du serpent,2288,78904,- je te dis ça... c'est à cause aussi du serpent.
Il ne faut pas qu'il te morde... Les serpents,2289,78953," Il ne faut pas qu'il te morde... Les serpents,"
c'est méchant,2290,79000, c'est méchant.
Ça peut mordre pour le plaisir...,2291,79015," Ça peut mordre pour le plaisir...

"
- Je ne te quitterai pas,2292,79051,"- Je ne te quitterai pas.

"
Mais quelque chose le rassura,2293,79078,"Mais quelque chose le rassura

"
- C'est vrai qu'ils n'ont plus de venin pour la seconde morsure...,2294,79109,"- C'est vrai qu'ils n'ont plus de venin pour la seconde morsure...

"
Cette nuit-là je ne le vis pas se mettre en route,2295,79177,Cette nuit-là je ne le vis pas se mettre en route.
Il s'était évadé sans bruit,2296,79227, Il s'était évadé sans bruit.
Quand je réussis à le rejoindre il marchait décidé,2297,79256," Quand je réussis à le rejoindre il marchait décidé,"
d'un pas rapide,2298,79308, d'un pas rapide.
Il me dit seulement :,2299,79325," Il me dit seulement :

"
- Ah ! Tu es là...,2300,79349,"- Ah ! Tu es là...

"
Et il me prit par la main,2301,79369,Et il me prit par la main.
Mais il se tourmenta encore:,2302,79395," Mais il se tourmenta encore:

"
- Tu as eu tort,2303,79426,- Tu as eu tort.
Tu auras de la peine,2304,79442, Tu auras de la peine.
J'aurai l'air d'être mort et ce ne sera pas vrai...,2305,79464," J'aurai l'air d'être mort et ce ne sera pas vrai...

"
Moi je me taisais,2306,79518,"Moi je me taisais.

"
- Tu comprends,2307,79538,- Tu comprends.
C'est trop loin,2308,79553, C'est trop loin.
Je ne peux pas emporter ce corps-là,2309,79570, Je ne peux pas emporter ce corps-là.
C'est trop lourd,2310,79607," C'est trop lourd.

"
Moi je me taisais,2311,79627,"Moi je me taisais.

"
- Mais ce sera comme une vieille écorce abandonnée,2312,79647,- Mais ce sera comme une vieille écorce abandonnée.
Ce n'est pas triste les vieilles écorces...,2313,79698," Ce n'est pas triste les vieilles écorces...

"
Moi je me taisais,2314,79744,"Moi je me taisais.

"
Il se découragea un peu,2315,79764,Il se découragea un peu.
Mais il fit encore un effort :,2316,79788," Mais il fit encore un effort :

"
- Ce sera gentil,2317,79821,"- Ce sera gentil,"
tu sais,2318,79838, tu sais.
Moi aussi je regarderai les étoiles,2319,79847, Moi aussi je regarderai les étoiles.
Toutes les étoiles seront des puits avec une poulie rouillée,2320,79884, Toutes les étoiles seront des puits avec une poulie rouillée.
Toutes les étoiles me verseront à boire...,2321,79946," Toutes les étoiles me verseront à boire...

"
Moi je me taisais,2322,79991,"Moi je me taisais.

"
- Ce sera tellement amusant ! Tu auras cinq cents millions de grelots,2323,80011,"- Ce sera tellement amusant ! Tu auras cinq cents millions de grelots,"
j'aurai cinq cents millions de fontaines...,2324,80081," j'aurai cinq cents millions de fontaines...

"
Et il se tut aussi,2325,80127,"Et il se tut aussi,"
parce qu'il pleurait...,2326,80146," parce qu'il pleurait...

"
- C'est là,2327,80172,- C'est là.
Laisse-moi faire un pas tout seul,2328,80183," Laisse-moi faire un pas tout seul.

"
Et il s'assit parce qu'il avait peur,2329,80220,"Et il s'assit parce qu'il avait peur.

"
Il dit encore :,2330,80259,"Il dit encore :

"
- Tu sais... ma fleur... j'en suis responsable ! Et elle est tellement faible ! Et elle est tellement naïve,2331,80276,- Tu sais... ma fleur... j'en suis responsable ! Et elle est tellement faible ! Et elle est tellement naïve.
Elle a quatre épines de rien du tout pour la protéger contre le monde...,2332,80384," Elle a quatre épines de rien du tout pour la protéger contre le monde...

"
Moi je m'assis parce que je ne pouvais plus me tenir debout,2333,80459,Moi je m'assis parce que je ne pouvais plus me tenir debout.
Il dit :,2334,80519," Il dit :

"
- Voilà... C'est tout...,2335,80530,"- Voilà... C'est tout...

"
Il hésita encore un peu,2336,80556,"Il hésita encore un peu,"
puis il se releva,2337,80580, puis il se releva.
Il fit un pas,2338,80599, Il fit un pas.
Moi je ne pouvais pas bouger,2339,80614," Moi je ne pouvais pas bouger.

"
Il n'y eut rien qu'un éclair jaune près de sa cheville,2340,80646,Il n'y eut rien qu'un éclair jaune près de sa cheville.
Il demeura un instant immobile,2341,80701, Il demeura un instant immobile.
Il ne cria pas,2342,80733, Il ne cria pas.
Il tomba doucement comme tombe un arbre,2343,80749, Il tomba doucement comme tombe un arbre.
Ça ne fit même pas de bruit,2344,80790," Ça ne fit même pas de bruit,"
à cause du sable,2345,80819," à cause du sable.


"
Chapitre 27,2346,80840,"Chapitre 27

"
Et maintenant,2347,80853,"Et maintenant,"
bien sûr,2348,80867," bien sûr,"
ça fait six ans déjà... Je n'ai jamais encore raconté cette histoire,2349,80877, ça fait six ans déjà... Je n'ai jamais encore raconté cette histoire.
Les camarades qui m'ont revu ont été bien contents de me revoir vivant,2350,80947, Les camarades qui m'ont revu ont été bien contents de me revoir vivant.
J'étais triste,2351,81019," J'étais triste,"
mais je leur disais :´C'est la fatigue...´,2352,81035," mais je leur disais :""C'est la fatigue...""

"
Maintenant je me suis un peu consolé,2353,81080,Maintenant je me suis un peu consolé.
C'est-à-dire... pas tout à fait,2354,81117, C'est-à-dire... pas tout à fait.
Mais je sais bien qu'il est revenu à sa planète,2355,81150," Mais je sais bien qu'il est revenu à sa planète,"
car,2356,81199," car,"
au lever du jour,2357,81204," au lever du jour,"
je n'ai pas retrouvé son corps,2358,81222, je n'ai pas retrouvé son corps.
Ce n'était pas un corps tellement lourd... Et j'aime la nuit écouter les étoiles,2359,81254, Ce n'était pas un corps tellement lourd... Et j'aime la nuit écouter les étoiles.
C'est comme cinq cents millions de grelots...,2360,81336," C'est comme cinq cents millions de grelots...

"
Mais voilà qu'il se passe quelque chose d'extraordinaire,2361,81384,Mais voilà qu'il se passe quelque chose d'extraordinaire.
La muselière que j'ai dessinée pour le petit prince,2362,81441," La muselière que j'ai dessinée pour le petit prince,"
j'ai oublié d'y ajouter la courroie de cuir ! Il n'aura jamais pu l'attacher au mouton,2363,81494, j'ai oublié d'y ajouter la courroie de cuir ! Il n'aura jamais pu l'attacher au mouton.
Alors je me demande :´Que s'est-il passé sur sa planète ? Peut-être bien que le mouton a mangé la fleur...´,2364,81582," Alors je me demande :""Que s'est-il passé sur sa planète ? Peut-être bien que le mouton a mangé la fleur...""

"
Tantôt je me dis :´Sûrement non ! Le petit prince enferme sa fleur toutes les nuits sous son globe de verre,2365,81692,"Tantôt je me dis :""Sûrement non ! Le petit prince enferme sa fleur toutes les nuits sous son globe de verre,"
et il surveille bien son mouton...´Alors je suis heureux,2366,81800," et il surveille bien son mouton...""Alors je suis heureux."
Et toutes les étoiles rient doucement,2367,81858," Et toutes les étoiles rient doucement.


"
Tantôt je me dis :´On est distrait une fois ou l'autre,2368,81900,"Tantôt je me dis :""On est distrait une fois ou l'autre,"
et ça suffit ! Il a oublié,2369,81955," et ça suffit ! Il a oublié,"
un soir,2370,81983," un soir,"
le globe de verre,2371,81992," le globe de verre,"
ou bien le mouton est sorti sans bruit pendant la nuit...´Alors les grelots se changent tous en larmes ! ...,2372,82011," ou bien le mouton est sorti sans bruit pendant la nuit...""Alors les grelots se changent tous en larmes ! ...

"
C'est là un bien grand mystère,2373,82122,C'est là un bien grand mystère.
Pour vous qui aimez aussi le petit prince,2374,82153," Pour vous qui aimez aussi le petit prince,"
