phrase,id,position,corresponding_text
moi,538,20969," moi,"
une fleur unique au monde,539,20974," une fleur unique au monde,"
qui n'existe nulle part,540,21001," qui n'existe nulle part,"
sauf dans ma planète,541,21026," sauf dans ma planète,"
et qu'un petit mouton peut anéantir d'un seul coup,542,21048," et qu'un petit mouton peut anéantir d'un seul coup,"
comme ça,543,21100," comme ça,"
un matin,544,21110," un matin,"
sans se rendre compte de ce qu'il fait,545,21120," sans se rendre compte de ce qu'il fait,"
ce n'est pas important ça,546,21160," ce n'est pas important ça

"
Il rougit,547,21188,"Il rougit,"
puis reprit :,548,21198," puis reprit :

"
- Si quelqu'un aime une fleur qui n'existe qu'à un exemplaire dans les millions et les millions d'étoiles,549,21214,"- Si quelqu'un aime une fleur qui n'existe qu'à un exemplaire dans les millions et les millions d'étoiles,"
ça suffit pour qu'il soit heureux quand il les regarde,550,21320, ça suffit pour qu'il soit heureux quand il les regarde.
Il se dit:´Ma fleur est là quelque part...´Mais si le mouton mange la fleur,551,21376," Il se dit:""Ma fleur est là quelque part...""Mais si le mouton mange la fleur,"
c'est pour lui comme si,552,21453," c'est pour lui comme si,"
brusquement,553,21478," brusquement,"
toutes les étoiles s'éteignaient ! Et ce n'est pas important ça !,554,21491," toutes les étoiles s'éteignaient ! Et ce n'est pas important ça !

"
Il ne put rien dire de plus,555,21559,Il ne put rien dire de plus.
Il éclata brusquement en sanglots,556,21587, Il éclata brusquement en sanglots.
La nuit était tombée,557,21622, La nuit était tombée.
J'avais lâché mes outils,558,21644, J'avais lâché mes outils.
Je me moquais bien de mon marteau,559,21670," Je me moquais bien de mon marteau,"
de mon boulon,560,21705," de mon boulon,"
de la soif et de la mort,561,21720, de la soif et de la mort.
Il y avait,562,21746," Il y avait,"
sur une étoile,563,21758," sur une étoile,"
une planète,564,21774," une planète,"
la mienne,565,21787," la mienne,"
la Terre,566,21798," la Terre,"
un petit prince à consoler ! Je le pris dans les bras,567,21808, un petit prince à consoler ! Je le pris dans les bras.
Je le berçai,568,21863, Je le berçai.
Je lui disais :´La fleur que tu aimes n'est pas en danger... Je lui dessinerai une muselière,569,21877," Je lui disais :""La fleur que tu aimes n'est pas en danger... Je lui dessinerai une muselière,"
à ton mouton... Je te dessinerai une armure pour ta fleur... Je...´Je ne savais pas trop quoi dire,570,21971," à ton mouton... Je te dessinerai une armure pour ta fleur... Je...""Je ne savais pas trop quoi dire."
Je me sentais très maladroit,571,22071, Je me sentais très maladroit.
Je ne savais comment l'atteindre,572,22101," Je ne savais comment l'atteindre,"
où le rejoindre... C'est tellement mystérieux,573,22135," où le rejoindre... C'est tellement mystérieux,"
le pays des larmes,574,22182," le pays des larmes.


"
Chapitre 8,575,22205,"Chapitre 8

"
J'appris bien vite à mieux connaître cette fleur,576,22217,J'appris bien vite à mieux connaître cette fleur.
Il y 'avait toujours eu,577,22266," Il y 'avait toujours eu,"
sur la planète du petit prince,578,22291," sur la planète du petit prince,"
des fleurs très simples,579,22323," des fleurs très simples,"
ornées d'un seul rang de pétales,580,22348," ornées d'un seul rang de pétales,"
et qui ne tenaient point de place,581,22382," et qui ne tenaient point de place,"
et qui ne dérangeaient personne,582,22417, et qui ne dérangeaient personne.
Elles apparaissaient un matin dans l'herbe,583,22450," Elles apparaissaient un matin dans l'herbe,"
et puis elles s'éteignaient le soir,584,22494, et puis elles s'éteignaient le soir.
Mais celle-là avait germé un jour,585,22531," Mais celle-là avait germé un jour,"
d'une graine apportée d'on ne sait où,586,22566," d'une graine apportée d'on ne sait où,"
et le petit prince avait surveillé de très près cette brindille qui ne ressemblait pas aux autres brindilles,587,22605, et le petit prince avait surveillé de très près cette brindille qui ne ressemblait pas aux autres brindilles.
Ça pouvait être un nouveau genre de baobab,588,22715, Ça pouvait être un nouveau genre de baobab.
Mais l'arbuste cessa vite de croître,589,22759," Mais l'arbuste cessa vite de croître,"
et commença de préparer une fleur,590,22797, et commença de préparer une fleur.
Le petit prince,591,22832," Le petit prince,"
qui assistait à l'installation d'un bouton énorme,592,22849," qui assistait à l'installation d'un bouton énorme,"
sentait bien qu'il en sortirait une apparition miraculeuse,593,22900," sentait bien qu'il en sortirait une apparition miraculeuse,"
mais la fleur n'en finissait pas de se préparer à être belle,594,22960," mais la fleur n'en finissait pas de se préparer à être belle,"
à l'abri de sa chambre verte,595,23022, à l'abri de sa chambre verte.
Elle choisissait avec soin ses couleurs,596,23052, Elle choisissait avec soin ses couleurs.
Elle s'habillait lentement,597,23093," Elle s'habillait lentement,"
elle ajustait un à un ses pétales,598,23121, elle ajustait un à un ses pétales.
Elle ne voulait pas sortir toute fripée comme les coquelicots,599,23156, Elle ne voulait pas sortir toute fripée comme les coquelicots.
Elle ne voulait apparaître que dans le plein rayonnement de sa beauté,600,23219, Elle ne voulait apparaître que dans le plein rayonnement de sa beauté.
Eh ! oui,601,23290, Eh ! oui.
Elle était très coquette ! Sa toilette mystérieuse avait donc duré des jours et des jours,602,23300, Elle était très coquette ! Sa toilette mystérieuse avait donc duré des jours et des jours.
Et puis voici qu'un matin,603,23391," Et puis voici qu'un matin,"
justement à l'heure du lever du soleil,604,23418," justement à l'heure du lever du soleil,"
elle s'était montrée,605,23458," elle s'était montrée.

"
Et elle,606,23482,"Et elle,"
qui avait travaillé avec tant de précision,607,23490," qui avait travaillé avec tant de précision,"
dit en bâillant :,608,23534," dit en bâillant :

"
- Ah ! Je me réveille à peine... Je vous demande pardon... Je suis encore toute décoiffée...,609,23554,"- Ah ! Je me réveille à peine... Je vous demande pardon... Je suis encore toute décoiffée...

"
Le petit prince,610,23648,"Le petit prince,"
alors,611,23664," alors,"
ne put contenir son admiration,612,23671," ne put contenir son admiration

"
- Que vous êtes belle !,613,23704,"- Que vous êtes belle !

"
- N'est-ce pas,614,23729,"- N'est-ce pas,"
répondit doucement la fleur,615,23744, répondit doucement la fleur.
Et je suis née en même temps que le soleil...,616,23773," Et je suis née en même temps que le soleil...

"
Le petit prince devina bien qu'elle n'était pas trop modeste,617,23821,"Le petit prince devina bien qu'elle n'était pas trop modeste,"
mais elle était si émouvante !,618,23882," mais elle était si émouvante !

"
- C'est l'heure,619,23915,"- C'est l'heure,"
je crois,620,23931," je crois,"
du petit déjeuner,621,23941," du petit déjeuner,"
avait elle bientôt ajouté,622,23960," avait elle bientôt ajouté,"
auriez vous la bonté de penser à moi...,623,23987," auriez vous la bonté de penser à moi...

"
Et le petit prince,624,24029,"Et le petit prince,"
tout confus,625,24048," tout confus,"
ayant été chercher un arrosoir d'eau fraîche,626,24061," ayant été chercher un arrosoir d'eau fraîche,"
avait servi la fleur,627,24107," avait servi la fleur.

"
Ainsi l'avait-elle bien vite tourmenté par sa vanité un peu ombrageuse,628,24131,Ainsi l'avait-elle bien vite tourmenté par sa vanité un peu ombrageuse.
Un jour,629,24202," Un jour,"
par exemple,630,24211," par exemple,"
parlant de ses quatre épines,631,24224," parlant de ses quatre épines,"
elle avait dit au petit prince,632,24254," elle avait dit au petit prince

"
Ils peuvent venir,633,24287,"Ils peuvent venir,"
les tigres,634,24305," les tigres,"
avec leurs griffes,635,24317," avec leurs griffes

"
Il n'y a pas de tigres sur ma planète,636,24338,"Il n'y a pas de tigres sur ma planète,"
avait objecté le petit prince,637,24376," avait objecté le petit prince,"
et puis les tigres ne mangent pas l'herbe,638,24407," et puis les tigres ne mangent pas l'herbe.

"
- Je ne suis pas une herbe,639,24452,"- Je ne suis pas une herbe,"
avait doucement répondu la fleur,640,24479," avait doucement répondu la fleur.

"
- Pardonnez-moi...,641,24515,"- Pardonnez-moi...

"
- Je ne crains rien des tigres,642,24535,"- Je ne crains rien des tigres,"
mais j'ai horreur des courants d'air,643,24566, mais j'ai horreur des courants d'air.
Vous n'auriez pas un paravent ?,644,24604," Vous n'auriez pas un paravent ?

"
´Horreur des courants d'air... ce n'est pas de chance,645,24638,"""Horreur des courants d'air... ce n'est pas de chance,"
pour une plante,646,24692," pour une plante,"
avait remarqué le petit prince,647,24709, avait remarqué le petit prince.
Cette fleur est bien compliquée...´,648,24741," Cette fleur est bien compliquée...""

"
- Le soir vous me mettrez sous globe,649,24779,- Le soir vous me mettrez sous globe.
Il fait très froid chez vous,650,24816, Il fait très froid chez vous.
C'est mal installé,651,24846, C'est mal installé.
Là d'où je viens...,652,24866," Là d'où je viens...

"
Mais elle s'était interrompue,653,24888,Mais elle s'était interrompue.
Elle était venue sous forme de graine,654,24918," Elle était venue sous forme de graine,"
elle n'avait rien pu connaître des autres mondes,655,24957, elle n'avait rien pu connaître des autres mondes.
Humiliée de s'être laissé surprendre à préparer un mensonge aussi naïf,656,25007," Humiliée de s'être laissé surprendre à préparer un mensonge aussi naïf,"
elle avait toussé deux ou trois fois,657,25079," elle avait toussé deux ou trois fois,"
pour mettre le petit prince dans son tort,658,25117," pour mettre le petit prince dans son tort

"
- Ce paravent ?...,659,25161,"- Ce paravent ?...

"
- J'allais le chercher mais vous me parliez !,660,25181,"- J'allais le chercher mais vous me parliez !

"
Alors elle avait forcé sa toux pour lui infliger quand même des remords,661,25228,"Alors elle avait forcé sa toux pour lui infliger quand même des remords.

"
Ainsi le petit prince,662,25302,"Ainsi le petit prince,"
malgré la bonne volonté de son amour,663,25324," malgré la bonne volonté de son amour,"
avait vite douté d'elle,664,25362, avait vite douté d'elle.
Il avait pris au sérieux des mots sans importance,665,25387," Il avait pris au sérieux des mots sans importance,"
et était devenu très malheureux,666,25438," et était devenu très malheureux.

"
´J'aurais dû ne pas l'écouter,667,25473,"""J'aurais dû ne pas l'écouter,"
me confia-t-il un jour,668,25503," me confia-t-il un jour,"
il ne faut jamais écouter les fleurs,669,25527, il ne faut jamais écouter les fleurs.
Il faut les regarder et les respirer,670,25565, Il faut les regarder et les respirer.
La mienne embaumait ma planète,671,25603," La mienne embaumait ma planète,"
mais je ne savais pas m'en réjouir,672,25635, mais je ne savais pas m'en réjouir.
Cette histoire de griffes,673,25671," Cette histoire de griffes,"
qui m'avait tellement agacé,674,25698," qui m'avait tellement agacé,"
eût dû m'attendrir...´,675,25727," eût dû m'attendrir...""

"
Il me confia encore :,676,25752,"Il me confia encore :

"
´Je n'ai alors rien su comprendre J'aurais dû la juger sur les actes et non sur les mots,677,25775,"""Je n'ai alors rien su comprendre J'aurais dû la juger sur les actes et non sur les mots."
Elle m'embaumait et m'éclairait,678,25864, Elle m'embaumait et m'éclairait.
Je n'aurais jamais dû m'enfuir ! J'aurais dû deviner sa tendresse derrière ses pauvres ruses,679,25897, Je n'aurais jamais dû m'enfuir ! J'aurais dû deviner sa tendresse derrière ses pauvres ruses.
Les fleurs sont si contradictoires ! Mais j'étais trop jeune pour savoir l'aimer,680,25991," Les fleurs sont si contradictoires ! Mais j'étais trop jeune pour savoir l'aimer.""


"
Chapitre 9,681,26077,"Chapitre 9

"
Je crois qu'il profita,682,26089,"Je crois qu'il profita,"
pour son évasion,683,26112," pour son évasion,"
d'une migration d'oiseaux sauvages,684,26130, d'une migration d'oiseaux sauvages.
Au matin du départ il mit sa planète bien en ordre,685,26166, Au matin du départ il mit sa planète bien en ordre.
Il ramona soigneusement ses volcans en activité,686,26218, Il ramona soigneusement ses volcans en activité.
Il possédait deux volcans en activité,687,26267, Il possédait deux volcans en activité.
Et c'était bien commode pour faire chauffer le petit déjeuner du matin,688,26306, Et c'était bien commode pour faire chauffer le petit déjeuner du matin.
Il possédait aussi un volcan éteint,689,26378, Il possédait aussi un volcan éteint.
Mais,690,26415," Mais,"
comme il disait :´On ne sait jamais !´Il ramona donc également le volcan éteint,691,26421," comme il disait :""On ne sait jamais !""Il ramona donc également le volcan éteint."
S'ils sont bien ramonés,692,26502," S'ils sont bien ramonés,"
les volcans brûlent doucement et régulièrement,693,26527," les volcans brûlent doucement et régulièrement,"
sans éruptions,694,26575, sans éruptions.
Les éruptions volcaniques sont comme des feux de cheminée,695,26591, Les éruptions volcaniques sont comme des feux de cheminée.
Évidemment sur notre terre nous sommes beaucoup trop petits pour ramoner nos volcans,696,26650, Évidemment sur notre terre nous sommes beaucoup trop petits pour ramoner nos volcans.
C'est pourquoi ils nous causent des tas d'ennuis,697,26736," C'est pourquoi ils nous causent des tas d'ennuis.

"
Le petit prince arracha aussi,698,26788,"Le petit prince arracha aussi,"
avec un peu de mélancolie,699,26818," avec un peu de mélancolie,"
les dernières pousses de baobabs,700,26845, les dernières pousses de baobabs.
Il croyait ne jamais devoir revenir,701,26879, Il croyait ne jamais devoir revenir.
Mais tous ces travaux familiers lui parurent,702,26916," Mais tous ces travaux familiers lui parurent,"
ce matin-là,703,26962," ce matin-là,"
extrêmement doux,704,26975, extrêmement doux.
Et,705,26993," Et,"
quand il arrosa une dernière fois la fleur,706,26997," quand il arrosa une dernière fois la fleur,"
et se prépara à la mettre à l'abri sous son globe,707,27041," et se prépara à la mettre à l'abri sous son globe,"
il se découvrit l'envie de pleurer,708,27092," il se découvrit l'envie de pleurer.

"
- Adieu,709,27130,"- Adieu,"
dit-il à la fleur,710,27138," dit-il à la fleur.

"
Mais elle ne lui répondit pas,711,27159,"Mais elle ne lui répondit pas.

"
- Adieu,712,27191,"- Adieu,"
répéta-t-il,713,27199," répéta-t-il.

"
La fleur toussa,714,27214,La fleur toussa.
Mais ce n'était pas à cause de son rhume,715,27230," Mais ce n'était pas à cause de son rhume.

"
J'ai été sotte,716,27274,"J'ai été sotte,"
lui dit-elle enfin,717,27289, lui dit-elle enfin.
Je te demande pardon,718,27309, Je te demande pardon.
Tâche d'être heureux,719,27331," Tâche d'être heureux.

"
Il fut surpris par l'absence de reproches,720,27355,Il fut surpris par l'absence de reproches.
Il restait là tout déconcerté,721,27397," Il restait là tout déconcerté,"
le globe en l'air,722,27428, le globe en l'air.
Il ne comprenait pas cette douceur calme,723,27447," Il ne comprenait pas cette douceur calme.

"
- Mais oui,724,27491,"- Mais oui,"
je t'aime,725,27502," je t'aime,"
lui dit la fleur,726,27513, lui dit la fleur.
Tu n'en as rien su,727,27531," Tu n'en as rien su,"
par ma faute,728,27551, par ma faute.
Cela n'a aucune importance,729,27565, Cela n'a aucune importance.
Mais tu as été aussi sot que moi,730,27593, Mais tu as été aussi sot que moi.
Tâche d'être heureux... Laisse ce globe tranquille,731,27627, Tâche d'être heureux... Laisse ce globe tranquille.
Je n'en veux plus,732,27679," Je n'en veux plus.

"
- Mais le vent...,733,27700,"- Mais le vent...

"
- je ne suis pas si enrhumée que ça... L'air frais de la nuit me fera du bien,734,27719,- je ne suis pas si enrhumée que ça... L'air frais de la nuit me fera du bien.
Je suis une fleur,735,27797," Je suis une fleur.

"
- Mais les bêtes...,736,27818,"- Mais les bêtes...

"
- Il faut bien que je supporte deux ou trois chenilles si je veux connaître les papillons,737,27839,- Il faut bien que je supporte deux ou trois chenilles si je veux connaître les papillons.
Il paraît que c'est tellement beau,738,27929, Il paraît que c'est tellement beau.
Sinon qui me rendra visite ? Tu seras loin,739,27965," Sinon qui me rendra visite ? Tu seras loin,"
toi,740,28009, toi.
Quant aux grosses bêtes,741,28014," Quant aux grosses bêtes,"
je ne crains rien,742,28039, je ne crains rien.
J'ai mes griffes,743,28058," J'ai mes griffes.

"
Et elle montrait naïvement ses quatre épines,744,28078,Et elle montrait naïvement ses quatre épines.
Puis elle ajouta :,745,28123," Puis elle ajouta :

"
- Ne traîne pas comme ça,746,28144,"- Ne traîne pas comme ça,"
c'est agaçant,747,28169, c'est agaçant.
Tu as décidé de partir,748,28184, Tu as décidé de partir.
Va-t'en,749,28208," Va-t'en.

"
Car elle ne voulait pas qu'il la vît pleurer,750,28219,Car elle ne voulait pas qu'il la vît pleurer.
C'était une fleur tellement orgueilleuse...,751,28264," C'était une fleur tellement orgueilleuse...


"
Chapitre 10,752,28311,"Chapitre 10

"
Il se trouvait dans la région des astéroïdes 325,753,28324,"Il se trouvait dans la région des astéroïdes 325,"
326,754,28373," 326,"
327,755,28378," 327,"
328,756,28383," 328,"
329 et 330,757,28388," 329 et 330,"
Il commença donc parles visiter pour y chercher une occupation et pour s'instruire,758,28400," Il commença donc parles visiter pour y chercher une occupation et pour s'instruire.

"
Le premier était habité par un roi,759,28486,Le premier était habité par un roi.
Le roi siégeait,760,28521," Le roi siégeait,"
habillé de pourpre et d'hermine,761,28538," habillé de pourpre et d'hermine,"
sur un trône très simple et cependant majestueux,762,28571," sur un trône très simple et cependant majestueux.

"
- Ah ! Voilà un sujet,763,28623,"- Ah ! Voilà un sujet,"
s'écria le roi quand il aperçut le petit prince,764,28645," s'écria le roi quand il aperçut le petit prince.

"
Et le petit prince se demanda,765,28696,"Et le petit prince se demanda

"
´Comment peut-il me reconnaître puisqu'il ne m'a encore jamais vu ?´,766,28727,"""Comment peut-il me reconnaître puisqu'il ne m'a encore jamais vu ?""

"
il ne savait pas que,767,28797,"il ne savait pas que,"
pour les rois,768,28818," pour les rois,"
le monde est très simplifié,769,28833, le monde est très simplifié.
Tous les hommes sont des sujets,770,28862," Tous les hommes sont des sujets.

"
- Approche-toi que je te voie mieux,771,28897,"- Approche-toi que je te voie mieux,"
lui dit le roi qui était tout fier d'être enfin roi pour quelqu'un,772,28933," lui dit le roi qui était tout fier d'être enfin roi pour quelqu'un.

"
Le petit prince chercha des yeux où s'asseoir,773,29003,"Le petit prince chercha des yeux où s'asseoir,"
mais la planète était tout encombrée par le magnifique manteau d'hermine,774,29049, mais la planète était tout encombrée par le magnifique manteau d'hermine.
Il resta donc debout,775,29123," Il resta donc debout,"
et,776,29145," et,"
comme il était fatigué,777,29149," comme il était fatigué,"
il bâilla,778,29173," il bâilla.

"
- Il est contraire à l'étiquette de bâiller en présence d'un roi,779,29186,"- Il est contraire à l'étiquette de bâiller en présence d'un roi,"
lui dit le monarque,780,29251, lui dit le monarque.
Je te l'interdis,781,29272," Je te l'interdis.

"
- Je ne peux pas m'en empêcher,782,29292,"- Je ne peux pas m'en empêcher,"
répondit le petit prince tout confus,783,29323, répondit le petit prince tout confus.
J'ai fait un long voyage et je n'ai pas dormi...,784,29361," J'ai fait un long voyage et je n'ai pas dormi...

"
- Alors,785,29412,"- Alors,"
lui dit le roi,786,29420," lui dit le roi,"
je t'ordonne de bâiller,787,29436, je t'ordonne de bâiller.
Je n'ai vu personne bâiller depuis des années,788,29461, Je n'ai vu personne bâiller depuis des années.
Les bâillements sont pour moi des curiosités,789,29508, Les bâillements sont pour moi des curiosités.
Allons ! bâille encore,790,29554, Allons ! bâille encore.
C'est un ordre,791,29578," C'est un ordre.

"
- Ça m'intimide... je ne peux plus... fit le petit prince tout rougissant,792,29596,"- Ça m'intimide... je ne peux plus... fit le petit prince tout rougissant.

"
- Hum ! hum ! répondit le roi,793,29672,- Hum ! hum ! répondit le roi.
Alors je... je t'ordonne tantôt de bâiller et tantôt de...,794,29702," Alors je... je t'ordonne tantôt de bâiller et tantôt de...

"
Il bredouillait un peu et paraissait vexé,795,29763,"Il bredouillait un peu et paraissait vexé.

"
Car le roi tenait essentiellement à ce que son autorité fût respectée,796,29807,Car le roi tenait essentiellement à ce que son autorité fût respectée.
Il ne tolérait pas la désobéissance,797,29877, Il ne tolérait pas la désobéissance.
C'était un monarque absolu,798,29914, C'était un monarque absolu.
Mais,799,29942," Mais,"
comme il était très bon,800,29948," comme il était très bon,"
il donnait des ordres raisonnables,801,29973," il donnait des ordres raisonnables.

"
´Si j'ordonnais,802,30011,"""Si j'ordonnais,"
disait-il couramment,803,30027," disait-il couramment,"
si j'ordonnais à un général de se changer en oiseau de mer,804,30049," si j'ordonnais à un général de se changer en oiseau de mer,"
et si le général n'obéissait pas,805,30109," et si le général n'obéissait pas,"
ce ne serait pas la faute du général,806,30143, ce ne serait pas la faute du général.
Ce serait ma faute,807,30181," Ce serait ma faute.""

"
- Puis-je m'asseoir ? S'enquit timidement le petit prince,808,30204,"- Puis-je m'asseoir ? S'enquit timidement le petit prince.

"
- Je t'ordonne de t'asseoir,809,30264,"- Je t'ordonne de t'asseoir,"
lui répondit le roi,810,30292," lui répondit le roi,"
qui ramena majestueusement un pan de son manteau d'hermine,811,30313," qui ramena majestueusement un pan de son manteau d'hermine.

"
Mais le petit prince s'étonnait,812,30375,Mais le petit prince s'étonnait.
La planète était minuscule,813,30407, La planète était minuscule.
Sur quoi le roi pouvait-il bien régner ?,814,30435," Sur quoi le roi pouvait-il bien régner ?

"
- Sire ...,815,30478,- Sire ....
Lui dit-il,816,30489," Lui dit-il,"
je vous demande pardon de vous interroger ...,817,30501," je vous demande pardon de vous interroger ...

"
- Je t'ordonne de m'interroger,818,30549,"- Je t'ordonne de m'interroger,"
se hâta de dire le roi,819,30580," se hâta de dire le roi.

"
- Sire... sur quoi régnez-vous ?,820,30606,"- Sire... sur quoi régnez-vous ?

"
- Sur tout,821,30640,"- Sur tout,"
répondit le roi,822,30651," répondit le roi,"
avec une grande simplicité,823,30668," avec une grande simplicité.

"
- Sur tout ?,824,30698,"- Sur tout ?

"
Le roi d'un geste discret désigna sa planète,825,30712,"Le roi d'un geste discret désigna sa planète,"
les autres planètes et les étoiles,826,30757," les autres planètes et les étoiles.

"
- Sur tout ça ? dit le petit prince,827,30795,"- Sur tout ça ? dit le petit prince.

"
- Sur tout ça... répondit le roi,828,30833,"- Sur tout ça... répondit le roi.

"
Car non seulement c'était un monarque absolu mais c'était un monarque universel,829,30868,"Car non seulement c'était un monarque absolu mais c'était un monarque universel.

"
- Et les étoiles vous obéissent ?,830,30950,"- Et les étoiles vous obéissent ?

"
- Bien sûr,831,30985,"- Bien sûr,"
lui dit le roi,832,30996, lui dit le roi.
Elles obéissent aussitôt,833,31012, Elles obéissent aussitôt.
Je ne tolère pas l'indiscipline,834,31038," Je ne tolère pas l'indiscipline.

"
Un tel pouvoir émerveilla le petit prince,835,31073,Un tel pouvoir émerveilla le petit prince.
S'il l'avait détenu lui-même,836,31115," S'il l'avait détenu lui-même,"
il aurait pu assister,837,31145," il aurait pu assister,"
non pas à quarante quatre,838,31168," non pas à quarante quatre,"
mais à soixante-douze,839,31195," mais à soixante-douze,"
ou même a cent,840,31218," ou même a cent,"
ou même à deux cents couchers de soleil dans la même journée,841,31234," ou même à deux cents couchers de soleil dans la même journée,"
sans avoir jamais à tirer sa chaise ! Et comme il se sentait un peu triste à cause du souvenir de sa petite planète abandonnée,842,31296," sans avoir jamais à tirer sa chaise ! Et comme il se sentait un peu triste à cause du souvenir de sa petite planète abandonnée,"
il s'enhardit à solliciter une grâce du roi :,843,31424," il s'enhardit à solliciter une grâce du roi :

"
- Je voudrais voir un coucher de soleil... Faites-moi plaisir... Ordonnez au soleil de se coucher...,844,31472,"- Je voudrais voir un coucher de soleil... Faites-moi plaisir... Ordonnez au soleil de se coucher...

"
- Si j'ordonnais à un général de voler d'une fleur à l'autre à la façon d'un papillon,845,31574,"- Si j'ordonnais à un général de voler d'une fleur à l'autre à la façon d'un papillon,"
ou d'écrire une tragédie,846,31660," ou d'écrire une tragédie,"
ou de se changer en oiseau de mer,847,31686," ou de se changer en oiseau de mer,"
et si le général n'exécutait pas l'ordre reçu,848,31721," et si le général n'exécutait pas l'ordre reçu,"
qui,849,31768," qui,"
de lui ou de moi,850,31773," de lui ou de moi,"
serait dans son tort ?,851,31791," serait dans son tort ?

"
- Ce serait vous,852,31816,"- Ce serait vous,"
dit fermement le petit prince,853,31833," dit fermement le petit prince.

"
- Exact,854,31866,- Exact.
Il faut exiger de chacun ce que chacun peut donner,855,31874," Il faut exiger de chacun ce que chacun peut donner,"
reprit le roi,856,31926, reprit le roi.
L'autorité repose d'abord sur la raison,857,31941, L'autorité repose d'abord sur la raison.
Si tu ordonnes à ton peuple d'aller se jeter à la mer,858,31982," Si tu ordonnes à ton peuple d'aller se jeter à la mer,"
il fera la révolution,859,32037, il fera la révolution.
J'ai le droit d'exiger l'obéissance parce que mes ordres sont raisonnables,860,32060," J'ai le droit d'exiger l'obéissance parce que mes ordres sont raisonnables.

"
- Alors mon coucher de soleil? Rappela le petit prince qui jamais n'oubliait une question une fois qu'il l'avait posée,861,32138,"- Alors mon coucher de soleil? Rappela le petit prince qui jamais n'oubliait une question une fois qu'il l'avait posée.

"
- Ton coucher de soleil tu l'auras,862,32259,- Ton coucher de soleil tu l'auras.
Je l'exigerai,863,32294, Je l'exigerai.
Mais j'attendrai,864,32309," Mais j'attendrai,"
dans ma science du gouvernement,865,32327," dans ma science du gouvernement,"
que les conditions soient favorables,866,32360," que les conditions soient favorables.

"
- Quand ça sera-t-il ? S'informa le petit prince,867,32400,"- Quand ça sera-t-il ? S'informa le petit prince.

"
- Hem ! hem ! Lui répondit le roi,868,32451,"- Hem ! hem ! Lui répondit le roi,"
qui consulta d'abord un gros calendrier,869,32485," qui consulta d'abord un gros calendrier,"
hem ! hem ! Ce sera,870,32526," hem ! hem ! Ce sera,"
vers... vers... ce sera ce soir vers sept heures quarante ! Et tu verras comme je suis bien obéi,871,32547," vers... vers... ce sera ce soir vers sept heures quarante ! Et tu verras comme je suis bien obéi.

"
Le petit prince bâilla,872,32647,Le petit prince bâilla.
Il regrettait son coucher de soleil manqué,873,32670," Il regrettait son coucher de soleil manqué,"
Et puis il s'ennuyait déjà un peu :,874,32714," Et puis il s'ennuyait déjà un peu :

"
- Je n'ai plus rien à faire ici,875,32752,"- Je n'ai plus rien à faire ici,"
dit-il au roi,876,32784, dit-il au roi.
Je vais repartir !,877,32799," Je vais repartir !

"
- Ne pars pas,878,32820,"- Ne pars pas,"
répondit le roi qui était si fier d'avoir un sujet,879,32834, répondit le roi qui était si fier d'avoir un sujet.
Ne pars pas,880,32886," Ne pars pas,"
je te fais ministre,881,32899," je te fais ministre

"
- Ministre de quoi ?,882,32921,"- Ministre de quoi ?

"
- De... de la justice,883,32943,"- De... de la justice

"
- Mais il n'y a personne à juger,884,32966,"- Mais il n'y a personne à juger

"
- On ne sait pas,885,33000,"- On ne sait pas,"
lui dit le roi,886,33017, lui dit le roi.
Je n'ai pas fait encore le tour de mon royaume,887,33033, Je n'ai pas fait encore le tour de mon royaume.
Je suis très vieux,888,33081," Je suis très vieux,"
je n'ai pas de place pour un carrosse,889,33101," je n'ai pas de place pour un carrosse,"
et ça me fatigue de marcher,890,33140," et ça me fatigue de marcher.

"
Oh ! Mais j'ai déjà vu,891,33171,"Oh ! Mais j'ai déjà vu,"
dit le petit prince qui se pencha pour jeter encore un coup d'oeil sur l'autre côté de la planète,892,33194, dit le petit prince qui se pencha pour jeter encore un coup d'oeil sur l'autre côté de la planète.
Il n'y a personne là-bas non plus...,893,33293," Il n'y a personne là-bas non plus...

"
- Tu te jugeras donc toi-même,894,33332,"- Tu te jugeras donc toi-même,"
lui répondit le roi,895,33362, lui répondit le roi.
C'est le plus difficile,896,33383, C'est le plus difficile.
Il est bien plus difficile de se juger soi-même que de juger autrui,897,33408, Il est bien plus difficile de se juger soi-même que de juger autrui.
Si tu réussis à bien te juger,898,33477," Si tu réussis à bien te juger,"
c'est que tu es un véritable sage,899,33508," c'est que tu es un véritable sage.

"
- Moi,900,33545,"- Moi,"
dit le petit prince,901,33551," dit le petit prince,"
je puis me juger moi-même n'importe où,902,33572, je puis me juger moi-même n'importe où.
Je n'ai pas besoin d'habiter ici,903,33612," Je n'ai pas besoin d'habiter ici.

"
- Hem ! hem ! dit le roi,904,33648,"- Hem ! hem ! dit le roi,"
je crois bien que sur ma planète il y a quelque part un vieux rat,905,33673, je crois bien que sur ma planète il y a quelque part un vieux rat.
Je l'entends la nuit,906,33740, Je l'entends la nuit.
Tu pourras juger ce vieux rat,907,33762, Tu pourras juger ce vieux rat.
Tu le condamneras à mort de temps en temps,908,33793, Tu le condamneras à mort de temps en temps.
Ainsi sa vie dépendra de ta justice,909,33837, Ainsi sa vie dépendra de ta justice.
